State,County,Concentration Risk Territory
Wisconsin,Lincoln County,H11
Wisconsin,Manitowoc County,H2
Wisconsin,Marathon County,H11
Wisconsin,Marinette County,H2
Wisconsin,Marquette County,H2
Wisconsin,Menominee County,H2
Wisconsin,Milwaukee County,H2
Wisconsin,Monroe County,H11
Wisconsin,Oconto County,H2
Wisconsin,Oneida County,H11
Wisconsin,Outagamie County,H2
Wisconsin,Ozaukee County,H2
Wisconsin,Pepin County,H11
Wisconsin,Pierce County,H11
Wisconsin,Polk County,H11
Wisconsin,Portage County,H11
Wisconsin,Price County,H11
Wisconsin,Racine County,H2
Wisconsin,Richland County,H11
Wisconsin,Rock County,H11
Wisconsin,Rusk County,H11
Wisconsin,St. Croix County,H11
Wisconsin,Sauk County,H11
Wisconsin,Sawyer County,H11
Wisconsin,Shawano County,H2
Wisconsin,Sheboygan County,H2
Wisconsin,Taylor County,H11
Wisconsin,Trempealeau County,H11
Wisconsin,Vernon County,H11
Wisconsin,Vilas County,H11
Wisconsin,Walworth County,H11
Wisconsin,Washburn County,H11
Wisconsin,Washington County,H2
Wisconsin,Waukesha County,H11
Wisconsin,Waupaca County,H2
Wisconsin,Waushara County,H2
Wisconsin,Winnebago County,H2
Wisconsin,Wood County,H11
Wyoming,Albany County,H10
Wyoming,Big Horn County,H10
Wyoming,Campbell County,H10
Wyoming,Carbon County,H10
Wyoming,Converse County,H10
Wyoming,Crook County,H10
Wyoming,Fremont County,H10
Wyoming,Goshen County,H10
Wyoming,Hot Springs County,H10
Wyoming,Johnson County,H10
Wyoming,Laramie County,H10
Wyoming,Lincoln County,H8
Wyoming,Natrona County,H10
Wyoming,Niobrara County,H10
Wyoming,Park County,H10
Wyoming,Platte County,H10
Wyoming,Sheridan County,H10
Wyoming,Sublette County,H8
Wyoming,Sweetwater County,H8
Wyoming,Teton County,H14
Wyoming,Uinta County,H8
Wyoming,Washakie County,H10
Wyoming,Weston County,H10
American Samoa,Eastern District,H18
American Samoa,Manu'a District,H18
American Samoa,Rose Island,H18
American Samoa,Swains Island,H18
American Samoa,Western District,H18
Guam,Guam,H18
Northern Mariana Islands,Northern Islands Municipality,H18
Northern Mariana Islands,Rota Municipality,H18
Northern Mariana Islands,Saipan Municipality,H18
Northern Mariana Islands,Tinian Municipality,H18
Puerto Rico,Adjuntas Municipio,H17
Puerto Rico,Aguada Municipio,H17
Puerto Rico,Aguadilla Municipio,H17
Puerto Rico,Aguas Buenas Municipio,H17
Puerto Rico,Aibonito Municipio,H17
Puerto Rico,Anasco Municipio,H17
Puerto Rico,Arecibo Municipio,H17
Puerto Rico,Arroyo Municipio,H17
Puerto Rico,Barceloneta Municipio,H17
Puerto Rico,Barranquitas Municipio,H17
Puerto Rico,Bayamon Municipio,H17
Puerto Rico,Cabo Rojo Municipio,H17
Puerto Rico,Caguas Municipio,H17
Puerto Rico,Camuy Municipio,H17
Puerto Rico,Canovanas Municipio,H17
Puerto Rico,Carolina Municipio,H17
Puerto Rico,Catano Municipio,H17
Puerto Rico,Cayey Municipio,H17
Puerto Rico,Ceiba Municipio,H17
Puerto Rico,Ciales Municipio,H17
Puerto Rico,Cidra Municipio,H17
Puerto Rico,Coamo Municipio,H17
Puerto Rico,Comerio Municipio,H17
Puerto Rico,Corozal Municipio,H17
Puerto Rico,Culebra Municipio,H17
Puerto Rico,Dorado Municipio,H17
Puerto Rico,Fajardo Municipio,H17
Puerto Rico,Florida Municipio,H17
Puerto Rico,Guanica Municipio,H17
Puerto Rico,Guayama Municipio,H17
Puerto Rico,Guayanilla Municipio,H17
Puerto Rico,Guaynabo Municipio,H17
Puerto Rico,Gurabo Municipio,H17
Puerto Rico,Hatillo Municipio,H17
Puerto Rico,Hormigueros Municipio,H17
Puerto Rico,Humacao Municipio,H17
Puerto Rico,Isabela Municipio,H17
Puerto Rico,Jayuya Municipio,H17
Puerto Rico,Juana Diaz Municipio,H17
Puerto Rico,Juncos Municipio,H17
Puerto Rico,Lajas Municipio,H17
Puerto Rico,Lares Municipio,H17
Puerto Rico,Las Marias Municipio,H17
Puerto Rico,Las Piedras Municipio,H17
Puerto Rico,Loiza Municipio,H17
Puerto Rico,Luquillo Municipio,H17
Puerto Rico,Manati Municipio,H17
Puerto Rico,Maricao Municipio,H17
Puerto Rico,Maunabo Municipio,H17
Puerto Rico,Mayaguez Municipio,H17
Puerto Rico,Moca Municipio,H17
Puerto Rico,Morovis Municipio,H17
Puerto Rico,Naguabo Municipio,H17
Puerto Rico,Naranjito Municipio,H17
Puerto Rico,Orocovis Municipio,H17
Puerto Rico,Patillas Municipio,H17
Puerto Rico,Penuelas Municipio,H17
Puerto Rico,Ponce Municipio,H17
Puerto Rico,Quebradillas Municipio,H17
Puerto Rico,Rincon Municipio,H17
Puerto Rico,Rio Grande Municipio,H17
Puerto Rico,Sabana Grande Municipio,H17
Puerto Rico,Salinas Municipio,H17
Puerto Rico,San German Municipio,H17
Puerto Rico,San Juan Municipio,H17
Puerto Rico,San Lorenzo Municipio,H17
Puerto Rico,San Sebastian Municipio,H17
Puerto Rico,Santa Isabel Municipio,H17
Puerto Rico,Toa Alta Municipio,H17
Puerto Rico,Toa Baja Municipio,H17
Puerto Rico,Trujillo Alto Municipio,H17
Puerto Rico,Utuado Municipio,H17
Puerto Rico,Vega Alta Municipio,H17
Puerto Rico,Vega Baja Municipio,H17
Puerto Rico,Vieques Municipio,H17
Puerto Rico,Villalba Municipio,H17
Puerto Rico,Yabucoa Municipio,H17
Puerto Rico,Yauco Municipio,H17
U.S. Minor Outlying Islands,Midway Islands,H18
U.S. Virgin Islands,St. Croix Island,H17
U.S. Virgin Islands,St. John Island,H17
U.S. Virgin Islands,St. Thomas Island,H17
